timestamp,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6,cmd7
1762513474.503354,0.5,-0.7854,0.0,1.3962,0.0,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762513474.5135021,0.5,-0.7854,0.0,1.3962,0.0,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762513474.5235655,0.5,-0.7854,0.0,1.3962,0.0,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762513474.533598,0.5,-0.7854,0.0,1.3962,0.0,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762513474.5437877,0.5,-0.7854,0.0,1.3962,0.0,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762513474.553359,0.5,-0.7854,0.0,1.3962,0.0,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762513474.5633903,0.5,-0.7854,0.0,1.3962,0.0,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762513474.5733933,0.5,-0.7854,0.0,1.3962,0.0,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762513474.5835965,0.5,-0.7854,0.0,1.3962,0.0,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762513474.5935302,0.5,-0.7854,0.0,1.3962,0.0,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762513474.6034493,0.5,-0.7854,0.0,1.3962,0.0,0.6109,0.0,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18
1762513474.613364,0.49907758645578243,-0.7879435545811654,0.001385701758549224,1.3969550598725116,-0.00024365926450246384,0.5972586998026601,5.2396269210821315e-20,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18
1762513474.6236055,0.4976996697984605,-0.7917431586179516,0.0034556860374605402,1.3980829808382553,-0.0006076415166858277,0.5768810992272183,1.3066668553298724e-19,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18
1762513474.6334052,0.49676902604925455,-0.7943094079825289,0.004853751675093174,1.398844777708037,-0.0008534748230881986,0.563118084970457,1.835304587596962e-19,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18
1762513474.643535,0.495847321771022,-0.7968510067633304,0.006238387934193837,1.3995992569968314,-0.0010969467321150976,0.5494872738973088,2.358864392174678e-19,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18
1762513474.6535714,0.4949254610660604,-0.7993930368907072,0.007623259186367671,1.4003538643318225,-0.0013404599618944738,0.5358541494756816,2.882513052527084e-19,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18
1762513474.6639233,0.4935429357887372,-0.8032053491933147,0.009700166794712129,1.4014855577747296,-0.0017056595996712235,0.5154083933865589,3.6678350707855575e-19,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18
1762513474.6735778,0.4926217051502953,-0.8057456419127873,0.011084091525350361,1.4022396493562943,-0.001949006394833787,0.5017845868317314,4.1911258316340684e-19,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18,-0.10380008561553611,-0.28622864977195717,0.1559343551237794,0.08496761555906895,-0.027419211995447876,-1.5350686655324133,5.896202700092862e-18
